,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
22,D,2020-08-25 13:23:08,2020-08-24,ETN,Fearon Richard H,See Remarks below.,S - Sale+OE,$102.01,"-40,550","150,854",-21%,"-$4,136,506",,,,
23,,2020-08-18 16:31:03,2020-08-17,ETN,Fearon Richard H,See Remarks below.,S - Sale,$101.98,"-50,000","150,384",-25%,"-$5,099,000",,,,
24,D,2020-08-13 12:26:29,2020-08-12,ETN,Yadav Uday,See Remarks below.,S - Sale+OE,$102.72,"-12,924","27,712",-32%,"-$1,327,497",,,,
25,,2020-08-12 14:40:02,2020-08-11,ETN,Ruiz Sternadt Paulo,See Remarks below.,S - Sale,$103.42,"-3,047",0,-100%,"-$315,125",,,,
26,D,2020-08-12 14:39:46,2020-08-10,ETN,Cheruvatath Nandakumar,See Remarks below.,S - Sale+OE,$99.76,"-6,190","19,895",-24%,"-$617,504",,,,
27,,2020-06-10 13:24:24,2020-06-08,ETN,Smith Gerald B,Dir,S - Sale,$95.82,"-4,000","1,791",-69%,"-$383,274",,,,
28,,2020-06-09 15:04:48,2020-06-05,ETN,Yadav Uday,See Remarks below.,S - Sale,$96.29,"-6,233","25,298",-20%,"-$600,176",,,,
29,,2020-06-09 15:01:55,2020-06-05,ETN,Critelli Michael J,Dir,S - Sale,$98.03,"-5,000","38,066",-12%,"-$490,150",,,,
30,,2020-06-05 10:46:21,2020-06-04,ETN,Fearon Richard H,See Remarks below.,S - Sale,$91.01,"-22,461","200,384",-10%,"-$2,044,094",,,,
31,,2020-06-02 15:37:56,2020-06-01,ETN,Critelli Michael J,Dir,S - Sale,$84.96,"-2,500","43,066",-5%,"-$212,400",,,,
32,M,2020-05-28 12:31:44,2020-05-26,ETN,Critelli Michael J,Dir,S - Sale,$82.87,"-10,000","45,566",-18%,"-$828,725",,,,
33,,2020-05-19 15:36:54,2020-05-19,ETN,Ryerkerk Lori,Dir,P - Purchase,$77.11,+600,600,New,"+$46,266",,,,
34,,2020-05-11 15:34:43,2020-05-08,ETN,Cheruvatath Nandakumar,See Remarks below.,S - Sale,$82.25,-91,"19,818",0%,"-$7,485",,,,
35,,2020-05-07 09:18:17,2020-05-05,ETN,Yadav Uday,See Remarks below.,S - Sale,$82.00,"-10,422","31,477",-25%,"-$854,612",,,,
36,,2020-03-11 16:15:33,2020-03-09,ETN,Page Gregory R,Dir,P - Purchase,$84.49,"+4,000","54,094",+8%,"+$337,940",,,,
37,,2020-03-11 16:15:13,2020-03-10,ETN,Miller Boise April,See Remarks below.,P - Purchase,$86.60,"+1,150","1,150",New,"+$99,590",,,,
38,,2020-03-05 16:11:11,2020-03-04,ETN,Faria Joao V,See Remarks below.,S - Sale,$96.62,"-3,000","56,091",-5%,"-$289,845",,,,
39,,2020-03-04 16:08:37,2020-03-03,ETN,McCoy Deborah L,Dir,S - Sale,$93.50,"-3,000","26,936",-10%,"-$280,500",,,,
40,,2020-02-20 16:04:44,2020-02-19,ETN,Semelsberger Ken D,See Remarks below.,S - Sale,$104.58,"-22,000","52,927",-29%,"-$2,300,760",,,,
41,D,2020-02-10 15:52:19,2020-02-07,ETN,Faria Joao V,See Remarks below.,S - Sale+OE,$101.66,"-2,839","54,061",-5%,"-$288,599",,,,
42,D,2019-12-10 16:33:41,2019-12-09,ETN,Yadav Uday,See Remarks below.,S - Sale+OE,$92.69,"-12,017","27,687",-30%,"-$1,113,824",,,,
43,,2019-11-14 09:32:40,2019-11-12,ETN,Critelli Michael J,Dir,S - Sale,$92.00,"-10,000","55,566",-15%,"-$920,000",,,,
44,D,2019-11-14 09:32:22,2019-11-12,ETN,Arnold Craig,See Remarks below.,S - Sale+OE,$91.83,"-80,592","300,380",-21%,"-$7,401,102",,,,
45,D,2019-11-13 09:40:39,2019-11-11,ETN,Faria Joao V,See Remarks below.,S - Sale+OE,$90.98,"-16,988","52,841",-24%,"-$1,545,568",,,,
46,,2019-11-06 17:26:24,2019-11-04,ETN,Fearon Richard H,See Remarks below.,S - Sale,$90.05,"-34,000","200,384",-15%,"-$3,061,700",,,,
47,D,2019-11-06 17:26:05,2019-11-05,ETN,Brickhouse Brian S,See Remarks below.,S - Sale+OE,$90.56,"-17,254","19,495",-47%,"-$1,562,518",,,,
48,,2019-09-16 15:48:27,2019-09-13,ETN,Semelsberger Ken D,See Remarks below.,S - Sale,$88.69,"-17,000","74,909",-18%,"-$1,507,730",,,,
49,,2019-09-12 15:30:59,2019-09-11,ETN,Faria Joao V,See Remarks below.,S - Sale,$86.89,"-1,000","52,841",-2%,"-$86,890",,,,
50,,2019-09-12 15:23:53,2019-09-11,ETN,Cheruvatath Nandakumar,See Remarks below.,S - Sale,$86.83,"-2,500","13,856",-15%,"-$217,063",,,,
51,,2019-09-03 16:37:56,2019-08-29,ETN,McCoy Deborah L,Dir,S - Sale,$79.18,"-3,000","29,936",-9%,"-$237,540",,,,
52,D,2019-08-02 14:09:15,2019-08-01,ETN,Fearon Richard H,See Remarks below.,S - Sale+OE,$82.75,"-80,592","231,680",-26%,"-$6,668,988",,,,
53,D,2019-05-22 15:43:03,2019-05-21,ETN,Faria Joao V,See Remarks below.,S - Sale+OE,$80.00,"-4,301","54,387",-7%,"-$344,080",,,,
54,,2019-05-21 15:29:48,2019-05-17,ETN,Leonetti Olivier,Dir,P - Purchase,$79.08,+630,630,New,"+$49,818",,,,
55,,2019-05-14 15:56:46,2019-05-13,ETN,Thompson Dorothy C,Dir,P - Purchase,$78.54,"+1,655","2,205",+301%,"+$129,984",,,,
56,,2019-03-15 14:41:53,2019-03-13,ETN,Hutchins Curtis J,See Remarks below,S - Sale,$80.60,"-12,000","19,645",-38%,"-$967,200",,,,
57,D,2019-03-13 16:05:36,2019-03-12,ETN,Eubanks Richard M.,See Remarks below,S - Sale+OE,$80.73,"-53,198","20,974",-72%,"-$4,294,753",,,,
58,D,2019-03-13 16:04:57,2019-03-12,ETN,Brickhouse Brian S,See Remarks below.,S - Sale+OE,$80.56,"-11,832","18,228",-39%,"-$953,136",,,,
59,,2019-03-13 12:10:33,2019-03-11,ETN,Fearon Richard H,See Remarks below.,S - Sale,$79.87,"-31,000","231,680",-12%,"-$2,475,830",,,,
60,,2019-03-13 12:09:57,2019-03-11,ETN,Cheruvatath Nandakumar,See Remarks below.,S - Sale,$80.20,"-9,992","16,153",-38%,"-$801,389",,,,
61,,2019-03-05 14:57:33,2019-03-04,ETN,Yadav Uday,See Remarks below.,S - Sale,$80.47,"-16,980","30,929",-35%,"-$1,366,381",,,,
62,,2019-03-05 14:57:00,2019-03-04,ETN,Monesmith Heath B.,See Remarks below,S - Sale,$81.25,"-7,167","28,208",-20%,"-$582,290",,,,
63,,2019-03-05 14:55:50,2019-03-01,ETN,Cheruvatath Nandakumar,See Remarks below.,S - Sale,$80.23,-95,"26,145",0%,"-$7,622",,,,
64,D,2019-02-11 11:17:29,2019-02-07,ETN,Hutchins Curtis J,See Remarks below,S - Sale+OE,$76.02,"-37,625","15,872",-70%,"-$2,860,370",,,,
65,,2019-02-05 15:05:58,2019-02-04,ETN,Faria Joao V,See Remarks below.,S - Sale,$76.73,"-5,000","44,862",-10%,"-$383,650",,,,
66,,2018-09-14 13:18:39,2018-09-13,ETN,Semelsberger Ken D,See Remarks below.,S - Sale,$86.57,"-11,500","83,676",-12%,"-$995,555",,,,
67,,2018-09-07 10:59:41,2018-09-06,ETN,McCoy Deborah L,Dir,S - Sale,$84.55,"-3,000","32,936",-8%,"-$253,650",,,,
68,,2018-09-06 13:52:39,2018-09-05,ETN,Fearon Richard H,See Remarks below.,S - Sale,$83.29,"-25,000","221,459",-10%,"-$2,082,250",,,,
69,,2018-08-31 11:29:27,2018-08-30,ETN,Advaithi Revathi,See Remarks below.,S - Sale,$82.98,"-15,500","26,010",-37%,"-$1,286,113",,,,
70,,2018-06-13 14:06:59,2018-06-12,ETN,Yadav Uday,See Remarks below.,S - Sale,$80.32,"-9,786","26,252",-27%,"-$786,024",,,,
71,,2018-06-12 14:09:44,2018-06-12,ETN,Critelli Michael J,Dir,S - Sale,$80.86,"-5,000","65,566",-7%,"-$404,300",,,,
72,,2018-06-08 13:54:58,2018-06-07,ETN,Eubanks Richard M.,See Remarks below,S - Sale,$80.21,"-7,175","10,579",-40%,"-$575,490",,,,
73,D,2018-06-06 15:24:49,2018-06-05,ETN,Vanlandingham William J II,See Remarks below,S - Sale+OE,$79.39,"-5,722","11,417",-33%,"-$454,241",,,,
74,D,2018-03-16 13:13:25,2018-03-14,ETN,Eubanks Richard M.,See Remarks below,S - Sale+OE,$80.06,"-22,522","18,105",-55%,"-$1,803,184",,,,
75,,2018-03-15 13:03:51,2018-03-13,ETN,McCoy Deborah L,Dir,S - Sale,$82.23,"-4,000","35,936",-10%,"-$328,920",,,,
76,D,2018-03-15 13:00:57,2018-03-13,ETN,Vanlandingham William J II,See Remarks below,S - Sale+OE,$45.77,"-10,174","14,592",-41%,"-$465,665",,,,
77,D,2018-03-13 14:00:22,2018-03-09,ETN,Faria Joao V,See Remarks below.,S - Sale+OE,$82.32,"-9,013","47,734",-16%,"-$741,980",,,,
78,D,2018-02-16 10:08:57,2018-02-15,ETN,Semelsberger Ken D,See Remarks below.,S - Sale+OE,$82.67,"-15,595","93,697",-14%,"-$1,289,239",,,,
