,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
0,,,,,,,,,,,,,,,,
1,,2021-08-19 17:11:13,2021-08-19,OGN,Francisco Ma. Fatima,Dir,P - Purchase,$33.79,"+3,000","3,000",New,"+$101,370",,,,
