,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
213,M,2010-12-16 21:08:51,2010-12-15,GPS,Fisher Doris F,Honorary Director,S - Sale,$21.16,"-826,434","45,480,883",-2%,"-$17,490,869",0,0,-4,-16
214,M,2010-12-14 21:06:07,2010-12-13,GPS,Fisher Doris F,Honorary Director,S - Sale,$21.20,"-1,230,622","46,977,317",-3%,"-$26,083,150",0,+1,-2,-14
215,M,2010-12-10 21:00:00,2010-12-09,GPS,Fisher Doris F,Honorary Director,S - Sale,$21.43,"-2,000,000","48,207,939",-4%,"-$42,867,400",-1,-1,-4,-17
216,M,2010-12-08 20:55:17,2010-12-07,GPS,Fisher Doris F,Honorary Director,S - Sale,$21.38,"-1,587,900","50,207,939",-3%,"-$33,956,310",0,-2,-3,-17
217,M,2010-12-06 21:09:57,2010-12-03,GPS,Fisher Doris F,Honorary Director,S - Sale,$21.37,"-1,250,000","51,805,535",-2%,"-$26,707,900",-1,0,+3,-16
218,M,2010-11-26 15:47:44,2010-11-24,GPS,Fisher Doris F,Honorary Director,S - Sale,$20.75,"-845,450","53,055,535",-2%,"-$17,542,634",0,+4,+3,-8
219,M,2010-11-23 20:08:25,2010-11-22,GPS,Fisher Doris F,Honorary Director,S - Sale,$20.59,"-2,673,000","53,900,985",-5%,"-$55,038,629",+1,+4,+3,-8
220,,2010-11-23 17:03:31,2010-11-23,GPS,Sage Gavin Eva,"EVP, HR",S - Sale,$20.70,"-24,353",0,-100%,"-$504,107",+1,+4,+3,-8
221,,2010-10-19 18:02:44,2010-10-18,GPS,Fisher Doris F,Honorary Director,S - Sale,$19.90,"-1,000,000","56,573,985",-2%,"-$19,899,600",-1,-1,+4,+12
222,M,2010-10-14 20:01:27,2010-10-13,GPS,Fisher Doris F,Honorary Director,S - Sale,$19.09,"-2,000,000","57,573,985",-3%,"-$38,184,500",+2,+1,+8,+19
223,M,2010-06-15 21:08:10,2010-06-14,GPS,Fisher Doris F,Honorary Director,S - Sale,$22.15,"-716,500","59,573,985",-1%,"-$15,871,910",-2,-6,-16,-2
224,M,2010-06-11 06:06:51,2010-06-09,GPS,Fisher Doris F,Honorary Director,S - Sale,$21.59,"-1,100,000","60,290,485",-2%,"-$23,745,090",0,-4,-14,-2
225,M,2010-06-08 20:57:53,2010-06-07,GPS,Fisher Doris F,Honorary Director,S - Sale,$21.05,"-1,116,000","61,390,485",-2%,"-$23,495,748",0,+4,-6,+3
226,,2010-05-28 20:00:12,2010-05-28,GPS,Fisher Doris F,Honorary Director,S - Sale,$22.00,"-53,311","62,506,485",0%,"-$1,172,842",-2,-4,-7,-4
227,,2010-05-27 20:45:28,2010-05-26,GPS,Fisher Doris F,Honorary Director,S - Sale,$22.07,"-263,880","62,559,796",0%,"-$5,822,934",-1,-1,-8,-6
228,D,2010-04-23 16:02:50,2010-04-22,GPS,Banks Michelle,"SVP, GC",S - Sale+OE,$26.00,"-3,500","27,831",-11%,"-$91,000",+1,-2,-15,-25
229,,2010-04-12 13:57:53,2010-04-12,GPS,Simmons Sabrina,"EVP, CFO",S - Sale,$25.00,"-7,521","11,344",-40%,"-$188,025",0,+1,-4,-27
230,,2010-03-23 15:38:29,2010-03-22,GPS,Simmons Sabrina,"EVP, CFO",S - Sale,$23.50,"-9,537","18,865",-34%,"-$224,120",-1,-1,+10,-17
231,,2010-03-18 18:44:51,2010-03-17,GPS,Sage Gavin Eva,"EVP, HR",S - Sale,$23.08,"-12,524","24,353",-34%,"-$289,056",0,-1,+8,-20
