,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
0,,,,,,,,,,,,,,,,
1,D,2021-08-20 17:19:11,2021-08-19,CARR,Agrawal Ajay,"SVP, Strategy, Services",S - Sale+OE,$55.13,"-18,969","41,239",-32%,"-$1,045,825",,,,
2,D,2021-08-06 07:20:50,2021-08-04,CARR,Appel David,"Pres, Refrigeration",S - Sale+OE,$57.38,"-34,259","41,071",-45%,"-$1,965,709",,,,
3,,2021-03-15 16:44:18,2021-03-12,CARR,Timperman Jurgen,"Pres, Fire, Security",S - Sale,$39.23,"-27,486",0,-100%,"-$1,078,366",,,,
4,,2021-02-25 16:18:46,2021-02-23,CARR,Timperman Jurgen,"Pres, Fire, Security",S - Sale,$37.10,-11,"27,486",0%,-$408,,,,
5,,2020-06-23 16:09:58,2020-05-27,CARR,O'Connor Kevin J.,"SVP, CLO",S - Sale,$19.99,-7,516,-1%,-$149,,,,
6,A,2020-05-19 17:06:22,2020-05-18,CARR,Gitlin David L.,"Pres, CEO",P - Purchase,$17.45,"+57,580","70,473",+447%,"+$1,004,765",,,,
7,,2020-05-19 17:05:15,2020-05-18,CARR,Greisch John J,Dir,P - Purchase,$17.44,"+35,000","35,417",>999%,"+$610,316",,,,
