,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
21,,2020-07-02 16:18:36,2020-06-30,SYF,Graylin Will W,Dir,S - Sale,$21.77,"-7,500","51,442",-13%,"-$163,275",,,,
22,,2020-06-09 16:54:09,2020-06-05,SYF,Melito David P,See Remarks,S - Sale,$26.75,"-2,883","19,381",-13%,"-$77,120",,,,
23,,2020-04-27 16:09:30,2020-04-23,SYF,Richie Laurel,Dir,P - Purchase,$16.20,"+1,600","22,911",+8%,"+$25,920",,,,
24,,2020-04-27 16:09:08,2020-04-23,SYF,Aguirre Fernando,Dir,P - Purchase,$16.55,"+15,300","19,100",+403%,"+$253,215",,,,
25,,2020-04-02 16:31:04,2020-03-31,SYF,Graylin Will W,Dir,S - Sale,$16.68,"-7,500","57,311",-12%,"-$125,100",,,,
26,D,2020-03-04 16:14:33,2020-03-02,SYF,Keane Margaret M,See Remarks,S - Sale+OE,$30.20,"-100,000","712,492",-12%,"-$3,020,000",,,,
27,D,2020-03-04 16:14:06,2020-03-02,SYF,Doubles Brian D,See Remarks,S - Sale+OE,$30.00,"-120,000","232,913",-34%,"-$3,600,000",,,,
28,,2020-03-04 16:13:43,2020-03-02,SYF,Casellas Alberto,See remarks,S - Sale,$29.97,"-14,669","69,072",-18%,"-$439,630",,,,
29,,2020-03-04 16:13:22,2020-03-02,SYF,Melito David P,See Remarks,S - Sale,$30.00,"-7,658","23,335",-25%,"-$229,740",,,,
30,D,2020-03-04 16:13:00,2020-03-02,SYF,Mothner Jonathan S,See Remarks,S - Sale+OE,$30.20,"-100,000","141,777",-41%,"-$3,020,000",,,,
31,,2020-01-03 17:26:05,2019-12-31,SYF,Graylin Will W,Dir,S - Sale,$36.02,"-7,500","62,659",-11%,"-$270,150",,,,
32,,2019-12-10 16:10:51,2019-12-06,SYF,Melito David P,See Remarks,S - Sale,$38.00,"-4,989","18,674",-21%,"-$189,582",,,,
33,,2019-10-02 16:14:34,2019-09-30,SYF,Graylin Will W,Dir,S - Sale,$33.71,"-7,500","69,162",-10%,"-$252,825",,,,
34,,2019-07-12 16:39:26,2019-07-10,SYF,Melito David P,See Remarks,S - Sale,$36.00,"-3,204","23,567",-12%,"-$115,344",,,,
35,D,2019-06-18 16:15:33,2019-06-14,SYF,Keane Margaret M,See Remarks,S - Sale+OE,$33.82,"-125,000","523,901",-19%,"-$4,227,500",,,,
36,M,2019-04-30 16:07:17,2019-04-26,SYF,Melito David P,See Remarks,S - Sale,$34.25,"-6,014","26,666",-18%,"-$205,993",,,,
37,D,2019-03-05 16:46:08,2019-03-01,SYF,Whynott Paul,See remarks,S - Sale+OE,$32.83,"-11,600","65,446",-15%,"-$380,828",,,,
38,D,2019-03-05 16:44:59,2019-03-01,SYF,Quindlen Thomas M,See Remarks,S - Sale+OE,$32.63,"-75,000","125,095",-37%,"-$2,447,250",,,,
39,D,2019-03-05 16:43:48,2019-03-01,SYF,Greig Henry F,See Remarks,S - Sale+OE,$33.00,"-50,000","141,916",-26%,"-$1,650,000",,,,
40,,2019-02-22 16:02:38,2019-02-20,SYF,Melito David P,See Remarks,S - Sale,$32.00,"-3,204","26,380",-11%,"-$102,528",,,,
41,,2019-02-01 16:06:31,2019-01-31,SYF,Melito David P,See Remarks,S - Sale,$30.00,"-3,934","29,486",-12%,"-$118,020",,,,
42,,2019-01-29 15:59:56,2019-01-28,SYF,Richie Laurel,Dir,P - Purchase,$30.20,+500,"14,906",+3%,"+$15,100",,,,
43,,2019-01-25 16:09:26,2019-01-24,SYF,Melito David P,See Remarks,S - Sale,$30.00,"-3,204","33,420",-9%,"-$96,120",,,,
44,,2018-07-31 09:28:01,2018-07-30,SYF,Graylin Will W,Dir,P - Purchase,$29.51,"+10,000","70,713",+16%,"+$295,100",,,,
45,,2018-07-31 09:26:40,2018-07-30,SYF,Guthrie Roy A,Dir,P - Purchase,$29.53,"+10,000","35,997",+38%,"+$295,300",,,,
46,,2018-07-31 09:17:04,2018-07-30,SYF,Naylor Jeffrey G,Dir,P - Purchase,$29.57,"+5,000","47,997",+12%,"+$147,850",,,,
47,,2018-05-23 16:11:02,2018-05-21,SYF,Melito David P,See Remarks,S - Sale,$35.60,"-2,094","42,273",-5%,"-$74,546",,,,
48,,2018-05-03 16:33:02,2018-05-01,SYF,Doubles Brian D,See Remarks,S - Sale,$32.87,"-4,994","211,327",-2%,"-$164,153",,,,
49,D,2018-05-03 16:32:07,2018-05-01,SYF,Quindlen Thomas M,See Remarks,S - Sale+OE,$32.89,"-8,195","171,239",-5%,"-$269,534",,,,
50,,2018-05-03 16:31:11,2018-05-01,SYF,Keane Margaret M,See Remarks,S - Sale,$32.89,"-20,496","497,161",-4%,"-$674,113",,,,
51,,2018-05-02 16:27:22,2018-04-30,SYF,Whynott Paul,See remarks,S - Sale,$33.27,"-1,750","50,312",-3%,"-$58,223",,,,
52,D,2018-04-09 19:08:32,2018-04-05,SYF,Melito David P,See Remarks,S - Sale+OE,$35.00,"-5,143","44,188",-10%,"-$180,005",,,,
53,,2018-04-06 19:53:37,2018-04-04,SYF,Fasoli David,See Remarks,S - Sale,$32.69,"-2,500","84,626",-3%,"-$81,725",,,,
54,,2018-04-06 19:53:20,2018-04-04,SYF,Mehta Neeraj,See remarks,S - Sale,$32.69,"-2,299","65,867",-3%,"-$75,154",,,,
55,,2018-02-22 16:17:37,2018-02-20,SYF,Fasoli David,See Remarks,S - Sale,$36.73,"-6,251","80,077",-7%,"-$229,599",,,,
56,D,2018-02-22 16:17:15,2018-02-20,SYF,Quindlen Thomas M,See Remarks,S - Sale+OE,$36.73,"-10,712","164,024",-6%,"-$393,452",,,,
57,D,2018-02-16 19:55:41,2018-02-15,SYF,Whynott Paul,See remarks,S - Sale+OE,$36.69,"-1,750","43,716",-4%,"-$64,208",,,,
58,D,2018-02-16 19:54:29,2018-02-15,SYF,Doubles Brian D,See Remarks,S - Sale+OE,$36.70,"-6,569","193,612",-3%,"-$241,082",,,,
59,D,2018-02-16 19:52:43,2018-02-15,SYF,Keane Margaret M,See Remarks,S - Sale+OE,$36.70,"-13,138","440,169",-3%,"-$482,165",,,,
60,D,2018-01-12 16:01:31,2018-01-10,SYF,Melito David P,See Remarks,S - Sale+OE,$40.00,"-2,000","39,259",-5%,"-$80,000",,,,
61,D,2017-12-06 16:16:51,2017-12-04,SYF,Melito David P,See Remarks,S - Sale+OE,$38.00,"-1,881","41,259",-4%,"-$71,478",,,,
62,D,2017-12-01 16:33:02,2017-11-29,SYF,Melito David P,See Remarks,S - Sale+OE,$35.00,"-2,580","41,259",-6%,"-$90,300",,,,
63,,2017-11-21 16:08:11,2017-11-17,SYF,Snowe Olympia J.,Dir,P - Purchase,$33.40,"+3,000","10,608",+39%,"+$100,200",,,,
64,,2017-11-21 16:07:55,2017-11-20,SYF,Richie Laurel,Dir,P - Purchase,$34.20,"+1,000","8,608",+13%,"+$34,200",,,,
65,D,2017-11-01 16:11:40,2017-10-30,SYF,Mothner Jonathan S,See Remarks,S - Sale+OE,$32.82,"-1,500","112,434",-1%,"-$49,235",,,,
66,D,2017-10-24 16:20:44,2017-10-20,SYF,Mothner Jonathan S,See Remarks,S - Sale+OE,$33.50,"-1,000","112,934",-1%,"-$33,500",,,,
67,,2017-08-02 16:31:33,2017-07-31,SYF,Mothner Jonathan S,See Remarks,S - Sale,$30.06,-500,"113,458",0%,"-$15,030",,,,
68,,2017-07-25 16:08:55,2017-07-24,SYF,Alves Paget Leonard,Dir,P - Purchase,$30.85,"+2,000","8,521",+31%,"+$61,700",,,,
69,,2017-05-02 16:48:12,2017-05-01,SYF,Naylor Jeffrey G,Dir,P - Purchase,$27.62,"+7,000","37,519",+23%,"+$193,340",0,-1,,
70,,2017-05-02 16:47:47,2017-05-01,SYF,Graylin Will W,Dir,P - Purchase,$27.80,"+18,000","55,389",+48%,"+$500,400",0,-1,,
